jour;categorie;value
2020-09-01;Professionnels;4021161735.0
2020-09-09;PME / PMI;5074202801.0
2020-09-30;Professionnels;4128617302.0
2020-10-15;Résidentiels;18695479524.0
2020-11-10;PME / PMI;5089558970.0
2020-12-07;Entreprises;14185560838.0
2016-06-25;Entreprises;10179150530.0
2016-07-15;Entreprises;11261602127.0
2016-07-31;Résidentiels;11205948870.0
2016-09-16;Résidentiels;10755657778.0
2016-09-17;Professionnels;3588761476.0
2016-10-14;Entreprises;14034165555.0
2016-10-14;Professionnels;5171496046.0
2016-10-27;Entreprises;14321092216.0
2016-10-30;Professionnels;3888637390.0
2016-11-07;Résidentiels;21966317744.0
2016-11-07;Professionnels;5945517618.0
2016-11-14;Résidentiels;21403209988.0
2016-11-14;PME / PMI;6514896565.0
2016-11-15;Entreprises;15069758978.0
2016-11-27;Résidentiels;22587444917.0
2016-11-27;Entreprises;9344905390.0
2016-11-28;Résidentiels;22933200580.0
2016-12-09;Résidentiels;24146706220.0
2016-12-10;Résidentiels;25584179801.0
2016-12-10;Professionnels;5667094432.0
2016-12-18;PME / PMI;4879096004.0
2017-01-09;Résidentiels;28013224097.0
2017-02-06;Entreprises;14614755320.0
2017-03-24;Résidentiels;19457185227.0
2017-03-27;PME / PMI;5529520139.0
2017-05-07;Entreprises;8468793216.0
2017-05-30;Résidentiels;10583887033.0
2017-06-07;Entreprises;14126387923.0
2017-07-03;Résidentiels;10484597834.0
2017-07-03;PME / PMI;4869317084.0
2017-07-03;Professionnels;3497982831.0
2017-07-23;Entreprises;8878484671.0
2017-07-23;Professionnels;3007931910.0
2017-10-19;PME / PMI;4699527930.0
2017-10-22;Résidentiels;15188624557.0
2017-11-13;Résidentiels;21293923727.0
2017-11-13;Entreprises;14330944781.0
2017-11-13;Professionnels;5748356124.0
2017-11-18;PME / PMI;5026554336.0
2018-01-06;Professionnels;5183328770.0
2018-01-16;Entreprises;15173006421.0
2018-01-18;Résidentiels;24178927980.0
2018-01-25;Entreprises;14908309875.0
2018-01-25;PME / PMI;6440563290.0
2018-02-09;Résidentiels;30464761893.0
2018-02-24;Professionnels;6534533141.0
2018-02-27;Résidentiels;34214111133.0
2018-03-06;Résidentiels;22830236902.0
2018-03-15;PME / PMI;6180410452.0
2018-03-29;Professionnels;5567805352.0
2018-04-09;Professionnels;4509952239.0
2018-04-11;Résidentiels;16388030538.0
2018-04-16;PME / PMI;5162647706.0
2018-04-24;Professionnels;3815816066.0
2018-04-25;Entreprises;13921158625.0
2018-06-12;Résidentiels;10538769987.0
2018-06-12;Entreprises;14157959757.0
2018-07-13;Professionnels;4027247836.0
2018-07-17;Résidentiels;9993118443.0
2018-07-20;Entreprises;14190144656.0
2018-07-30;Résidentiels;10895157994.0
2018-07-30;Professionnels;3807406972.0
2018-08-21;Professionnels;3788429258.0
2018-09-07;PME / PMI;4785225081.0
2018-10-07;Professionnels;3415856935.0
2018-10-09;Professionnels;4219278993.0
2018-11-11;PME / PMI;3895321538.0
2018-12-10;Entreprises;14158073257.0
2019-01-25;Résidentiels;28856456553.0
2019-01-25;PME / PMI;7440131580.0
2019-04-07;PME / PMI;3928335256.0
2019-05-03;Professionnels;4388822924.0
2019-06-06;Professionnels;3703881777.0
2019-06-14;PME / PMI;4943746638.0
2019-06-15;Professionnels;3417295477.0
2019-08-05;Professionnels;3583989810.0
2019-08-24;Entreprises;9744575710.0
2019-08-29;Entreprises;14236142550.0
2019-09-10;Entreprises;13803950065.0
2019-09-17;PME / PMI;4912800693.0
2019-11-09;PME / PMI;5038798036.0
2019-11-14;Résidentiels;23535021442.0
2020-01-11;Professionnels;5735915529.0
2020-01-12;PME / PMI;4717367029.0
2020-01-19;PME / PMI;4851015370.0
2020-03-05;Professionnels;6002509579.0
2020-03-06;Résidentiels;23466626283.0
2020-03-07;Résidentiels;24184649042.0
2020-05-02;Professionnels;3229503815.0
2020-05-08;PME / PMI;2525996933.0
2020-05-26;Entreprises;12392647638.0
2020-05-27;PME / PMI;4031755361.0
2020-07-06;Entreprises;13139709951.0
2020-07-09;PME / PMI;5102036988.0
2020-08-12;Professionnels;4002809248.0
2020-08-26;Professionnels;3905690824.0
2020-09-05;Professionnels;3781873191.0
2020-09-08;PME / PMI;5254114270.0
2020-09-18;Professionnels;4204762745.0
2020-10-24;PME / PMI;4107506252.0
2020-11-02;Professionnels;3993556203.0
2020-11-11;Professionnels;3830313713.0
2020-11-26;Professionnels;5181854069.0
2020-12-31;Résidentiels;28128248608.0
2021-01-05;Professionnels;6954231459.0
2021-01-15;Résidentiels;27393559795.0
2021-01-15;Entreprises;16863314982.0
2021-01-30;Résidentiels;23021829933.0
2021-01-30;PME / PMI;3091733389.0
2021-02-14;PME / PMI;3123842366.0
2021-02-24;Entreprises;15392261967.0
2021-03-16;Résidentiels;21492563495.0
2021-03-16;Professionnels;5294451946.0
2016-03-20;Entreprises;9302106215.0
2016-04-11;Professionnels;4589256810.0
2016-04-26;Entreprises;14405003418.0
2016-05-22;Résidentiels;13349221530.0
2016-05-22;Professionnels;3168228382.0
2016-07-21;Entreprises;14905452917.0
2016-08-26;Résidentiels;10922846627.0
2016-09-23;Résidentiels;10839228528.0
2016-11-01;PME / PMI;3622518545.0
2016-11-01;Professionnels;3811257230.0
2016-11-09;Entreprises;15221745805.0
2016-11-09;Professionnels;6314944805.0
2016-11-23;PME / PMI;6362648920.0
2016-11-23;Professionnels;5609679988.0
2017-01-23;PME / PMI;7851643812.0
2017-02-14;Résidentiels;22144242218.0
2017-02-14;Entreprises;15039054442.0
2017-02-27;PME / PMI;6269308220.0
2017-03-17;Résidentiels;16528333683.0
2017-03-28;Résidentiels;14943136401.0
2017-03-28;Entreprises;14206007548.0
2017-05-08;PME / PMI;3543645297.0
2017-05-08;Professionnels;3451304428.0
2017-05-20;Résidentiels;12484455788.0
2017-06-15;Résidentiels;10745376803.0
2017-06-18;Résidentiels;11834959425.0
2017-07-27;PME / PMI;4935802587.0
2017-08-31;Résidentiels;10477608963.0
2017-09-21;Entreprises;14251473535.0
2017-09-21;Professionnels;4332276901.0
2017-11-01;Entreprises;10746271313.0
2017-12-12;Entreprises;15521382099.0
2017-12-13;Professionnels;7014146829.0
2017-12-17;PME / PMI;5266113659.0
2017-12-19;Professionnels;7019821254.0
2017-12-23;Professionnels;5271375740.0
2017-12-30;Résidentiels;24629217740.0
2018-01-21;Professionnels;5014255319.0
2018-02-07;Résidentiels;30041444378.0
2018-02-21;Résidentiels;26445011243.0
2018-02-22;Professionnels;7202082642.0
2018-02-25;Résidentiels;31462410827.0
2018-02-25;PME / PMI;5400307285.0
2018-03-07;Résidentiels;23456663646.0
2018-03-16;PME / PMI;5959399942.0
2018-04-15;Entreprises;8795267276.0
2018-04-30;Résidentiels;16994175568.0
2018-04-30;Professionnels;4260595067.0
2018-06-06;PME / PMI;4753120034.0
2018-06-07;Résidentiels;10515058207.0
2018-06-09;Résidentiels;11202460321.0
2018-07-31;Entreprises;13863142937.0
2018-08-08;PME / PMI;5134168481.0
2018-08-09;Résidentiels;10129381622.0
2018-08-09;Professionnels;3674605304.0
2018-08-30;PME / PMI;4798815775.0
2018-09-10;Résidentiels;10458821391.0
2018-09-16;Résidentiels;11426512620.0
2018-09-16;PME / PMI;3336484735.0
2018-09-26;Résidentiels;11282804419.0
2018-12-19;PME / PMI;6497151566.0
2018-12-25;Professionnels;4676712113.0
2019-02-08;PME / PMI;6785816939.0
2019-02-18;PME / PMI;6082426152.0
2019-02-18;Professionnels;5377661316.0
2019-02-23;PME / PMI;4881195197.0
2019-03-07;Entreprises;14518876784.0
2019-03-08;Professionnels;5412637820.0
2019-04-01;Résidentiels;15039911365.0
2019-04-01;Entreprises;13202099651.0
2019-04-25;Entreprises;13830061828.0
2019-05-06;Résidentiels;17293838731.0
2019-05-19;Résidentiels;14591342278.0
2019-05-30;Résidentiels;12063496975.0
2019-06-25;PME / PMI;5323139567.0
2019-07-04;Entreprises;15147056492.0
2019-08-07;Entreprises;11989402552.0
2019-08-20;PME / PMI;4693388977.0
2019-08-31;Résidentiels;11424768703.0
2019-09-08;Professionnels;3127685309.0
2019-09-26;Entreprises;14173453719.0
2019-11-07;Résidentiels;18552080419.0
2019-11-12;Entreprises;14227768283.0
2019-11-24;PME / PMI;4420265942.0
2019-12-12;Entreprises;15208977349.0
2019-12-12;Professionnels;6686815169.0
2019-12-13;PME / PMI;6415720559.0
2019-12-15;Entreprises;9497723013.0
2019-12-16;Résidentiels;21797772689.0
2020-01-05;Résidentiels;26619741865.0
2020-02-13;Résidentiels;23156748807.0
2020-02-13;Entreprises;14835596243.0
2020-02-15;PME / PMI;4982720710.0
2020-02-18;PME / PMI;6091508913.0
2020-02-26;Entreprises;14714370698.0
2020-03-09;Professionnels;5654818383.0
2020-04-08;Entreprises;10780529811.0
2020-04-10;Entreprises;10343509099.0
2020-04-11;Résidentiels;13492389900.0
2020-05-05;Professionnels;3298473501.0
2020-05-20;Entreprises;11928349855.0
2020-06-03;Entreprises;12906058707.0
2020-06-14;Entreprises;7841334229.0
2020-07-04;Entreprises;9882287295.0
2020-07-31;PME / PMI;5032157891.0
2020-08-24;Résidentiels;11382647823.0
2020-10-07;Professionnels;4750857643.0
2020-10-12;PME / PMI;5759948072.0
2020-10-12;Professionnels;4870070202.0
2020-10-23;Entreprises;13164957091.0
2020-10-23;PME / PMI;5142611072.0
2021-02-16;Entreprises;16696644883.0
2021-02-19;Entreprises;15576623073.0
2021-02-21;Résidentiels;19998251091.0
2016-03-23;Résidentiels;20588472936.0
2016-03-26;Professionnels;4810833787.0
2016-04-14;Résidentiels;15500675725.0
2016-04-15;Entreprises;13421595490.0
2016-05-23;Entreprises;13130526276.0
2016-05-30;Entreprises;13152413601.0
2016-05-31;Résidentiels;12117427242.0
2016-07-14;Entreprises;10612704132.0
2016-08-13;Entreprises;9321361971.0
2016-08-29;PME / PMI;4939599995.0
2016-09-01;Professionnels;3919645842.0
2016-10-22;Résidentiels;18251076703.0
2016-10-22;Entreprises;10180466685.0
2016-11-22;Résidentiels;18491416219.0
2016-12-28;Résidentiels;26160530932.0
2016-12-28;PME / PMI;6639525227.0
2017-03-26;Résidentiels;18549045119.0
2017-03-30;Résidentiels;13295191135.0
2017-03-30;PME / PMI;5202733404.0
2017-05-19;Professionnels;4030871606.0
2017-05-23;Résidentiels;10847568763.0
2017-06-03;PME / PMI;3862821618.0
2017-06-14;Entreprises;15010047811.0
2017-07-04;Professionnels;3846901879.0
2017-07-07;Entreprises;15085979673.0
2017-08-04;Résidentiels;10923819299.0
2017-09-22;Entreprises;13780760907.0
2017-10-31;Entreprises;14110273453.0
2017-11-12;Résidentiels;20497998066.0
2017-11-12;Entreprises;9066870192.0
2017-11-23;Entreprises;14676476361.0
2018-01-15;Entreprises;14668207285.0
2018-02-02;Résidentiels;26034548030.0
2018-02-02;PME / PMI;7000504972.0
2018-02-19;PME / PMI;6838724242.0
2018-03-28;Entreprises;14898397111.0
2018-04-02;Résidentiels;20831070562.0
2018-05-23;Résidentiels;11209384501.0
2018-06-16;PME / PMI;3965162371.0
2018-06-25;PME / PMI;4904728499.0
2018-06-25;Professionnels;3491348698.0
2018-07-11;Résidentiels;10127598188.0
2018-08-16;Entreprises;11614194356.0
2018-08-20;Professionnels;3565360541.0
2018-09-09;Résidentiels;11341450254.0
2018-09-14;Professionnels;4016685062.0
2018-09-30;PME / PMI;3290685215.0
2018-09-30;Professionnels;3313576122.0
2018-10-19;Entreprises;13507621030.0
2018-10-29;Résidentiels;22323342543.0
2019-01-09;Résidentiels;27019745544.0
2019-01-09;Entreprises;15379438115.0
2019-03-01;Professionnels;5236824594.0
2019-03-17;Professionnels;4393056786.0
2019-04-27;Professionnels;4090634821.0
2019-05-12;Entreprises;8499033729.0
2019-05-28;Résidentiels;11294673995.0
2019-05-28;Entreprises;13729553585.0
2019-06-03;Professionnels;3541859114.0
2019-06-09;Professionnels;3069470184.0
2019-06-17;Professionnels;3523487671.0
2019-10-19;Professionnels;4049945243.0
2019-10-29;PME / PMI;5133980576.0
2019-11-01;Résidentiels;16039513694.0
2019-11-01;Entreprises;10417691943.0
2019-11-15;PME / PMI;6682350233.0
2019-12-19;PME / PMI;5940938467.0
2020-01-04;PME / PMI;5370064832.0
2020-01-31;Résidentiels;20169585387.0
2020-01-31;PME / PMI;6239359350.0
2020-02-29;Entreprises;10332129154.0
2020-04-18;Entreprises;8172736432.0
2020-04-18;PME / PMI;2868488443.0
2020-04-19;PME / PMI;2495056743.0
2020-05-06;PME / PMI;3632351663.0
2020-05-16;Résidentiels;13982359663.0
2020-05-29;PME / PMI;3991799318.0
2020-07-24;Entreprises;13467136994.0
2020-07-24;Professionnels;4124727501.0
2020-07-27;Professionnels;3977474823.0
2020-08-07;Résidentiels;11970513170.0
2020-08-20;Résidentiels;11612788135.0
2020-08-23;Professionnels;3198047670.0
2020-08-30;PME / PMI;3357115060.0
2020-09-03;Professionnels;4146168048.0
2020-10-22;PME / PMI;5273047482.0
2020-10-26;Entreprises;13063694697.0
2020-11-07;Entreprises;9694786170.0
2020-11-19;Professionnels;4686696605.0
2020-11-25;Entreprises;14071007863.0
2021-01-22;Professionnels;5909544971.0
2021-02-05;Entreprises;15657788426.0
2021-02-05;Professionnels;5423888083.0
2021-03-09;Résidentiels;22911693727.0
2016-03-31;Entreprises;14539420491.0
2016-05-08;Résidentiels;12986516206.0
2016-09-14;Entreprises;14646428026.0
2016-09-19;Entreprises;13386204763.0
2016-09-20;Professionnels;3968159243.0
2016-10-21;Entreprises;13941479263.0
2016-10-21;PME / PMI;5175181115.0
2016-11-25;Entreprises;14317539690.0
2017-01-24;PME / PMI;8143005916.0
2017-01-30;Résidentiels;24699728014.0
2017-01-31;PME / PMI;6872547265.0
2017-03-09;Résidentiels;18991086297.0
2017-03-11;PME / PMI;4680210580.0
2017-03-13;Entreprises;13770851749.0
2017-03-15;Professionnels;5047666221.0
2017-03-19;Entreprises;8875616661.0
2017-04-15;Professionnels;3964688824.0
2017-04-22;PME / PMI;3891125995.0
2017-05-18;PME / PMI;4838302516.0
2017-05-31;Entreprises;14406074463.0
2017-06-06;Professionnels;3823937434.0
2017-07-14;PME / PMI;3615994901.0
2017-08-19;Résidentiels;10794802942.0
2017-09-09;PME / PMI;3887036941.0
2017-09-09;Professionnels;3606232916.0
2017-10-03;Résidentiels;11743379337.0
2017-10-07;Résidentiels;14561933293.0
2017-10-10;Entreprises;14255823785.0
2017-10-10;PME / PMI;4799079881.0
2017-10-14;PME / PMI;3700413247.0
2017-11-02;Entreprises;13533873497.0
2017-11-25;Résidentiels;21486553247.0
2017-11-25;PME / PMI;5071106815.0
2017-12-03;Résidentiels;31658391527.0
2017-12-03;Entreprises;10374461657.0
2017-12-04;Entreprises;15002526449.0
2017-12-04;PME / PMI;7162466963.0
2018-01-07;Professionnels;5073119771.0
2018-01-24;Professionnels;5571638308.0
2018-01-28;Professionnels;5048911263.0
2018-01-29;Entreprises;14432433502.0
2018-02-15;PME / PMI;6755511224.0
2018-03-13;PME / PMI;6427105918.0
2018-03-14;Résidentiels;20147874173.0
2018-03-27;Entreprises;15008417726.0
2018-04-04;PME / PMI;6082808030.0
2018-04-04;Professionnels;5123648837.0
2018-04-20;Entreprises;13585633122.0
2018-04-20;PME / PMI;4463365950.0
2018-05-12;Professionnels;3489218529.0
2018-05-30;PME / PMI;4635967072.0
2018-06-10;PME / PMI;3258047524.0
2018-08-03;Professionnels;4249410135.0
2018-09-11;PME / PMI;4973894416.0
2018-11-20;Entreprises;15301716104.0
2018-11-27;PME / PMI;6814616798.0
2018-12-04;Professionnels;5458669391.0
2018-12-21;Professionnels;6111449808.0
2018-12-26;Professionnels;5852357915.0
2019-01-07;Professionnels;6550268552.0
2019-01-16;Entreprises;15259445841.0
2019-01-16;PME / PMI;6900959716.0
2019-01-24;Résidentiels;29927996507.0
2019-02-14;PME / PMI;6596972950.0
2019-02-14;Professionnels;6169798319.0
2019-04-18;Résidentiels;13915646641.0
2019-04-18;PME / PMI;5065411456.0
2019-04-26;Professionnels;4421557090.0
2019-05-09;PME / PMI;5373954604.0
2019-05-16;Professionnels;4034049518.0
2019-05-23;Résidentiels;11171729118.0
2019-05-24;Résidentiels;11087957892.0
2019-06-02;Entreprises;8711017751.0
2019-06-02;PME / PMI;3253194445.0
2019-06-02;Professionnels;3064466082.0
2019-06-19;Entreprises;14370291512.0
2019-07-11;Entreprises;14934132755.0
2019-09-19;PME / PMI;4879646822.0
2019-09-24;Résidentiels;10495536765.0
2019-09-24;PME / PMI;4903391735.0
2019-10-05;Résidentiels;13045243132.0
2019-10-21;Professionnels;4361754685.0
2019-11-05;Entreprises;14210221396.0
2019-11-08;Professionnels;5600577564.0
2019-11-11;Résidentiels;23336510989.0
2019-11-11;Entreprises;10416294864.0
2019-11-11;PME / PMI;4416191879.0
2020-01-09;PME / PMI;6326149513.0
2020-01-22;Résidentiels;28325400147.0
2020-01-24;Résidentiels;27221263529.0
2020-02-08;PME / PMI;5306767273.0
2020-02-12;Entreprises;14811446484.0
2020-03-02;Professionnels;5846643573.0
2020-03-23;Professionnels;3878219164.0
2020-04-30;Professionnels;3351224676.0
2020-05-22;Entreprises;9793542549.0
2020-06-18;PME / PMI;4449068804.0
2020-06-29;Professionnels;3621169533.0
2020-07-02;Professionnels;3926236799.0
2020-07-18;PME / PMI;4316319577.0
2020-07-22;Entreprises;14065456821.0
2020-07-29;PME / PMI;5180046937.0
2020-08-01;Résidentiels;12726357746.0
2020-08-01;Professionnels;3983504328.0
2020-09-25;PME / PMI;4930546784.0
2020-09-25;Professionnels;4056360135.0
2020-12-05;Entreprises;10622215508.0
2020-12-05;PME / PMI;4970401621.0
2020-12-15;Entreprises;14058431161.0
2020-12-25;Entreprises;8826999550.0
2021-01-26;PME / PMI;4091437730.0
2021-03-03;Professionnels;4884785527.0
2016-05-04;Résidentiels;14469509598.0
2016-05-04;Professionnels;4282997096.0
2016-05-06;Professionnels;3715446201.0
2016-06-05;Entreprises;8446297064.0
2016-06-05;Professionnels;3152727942.0
2016-06-15;Résidentiels;11066080426.0
2016-06-20;Entreprises;13210332617.0
2016-06-20;Professionnels;3750890460.0
2016-06-26;PME / PMI;3377256737.0
2016-07-03;Résidentiels;11637768855.0
2016-07-03;Professionnels;3029983008.0
2016-07-04;Résidentiels;11010714152.0
2016-07-16;Professionnels;3428638048.0
2016-09-12;Résidentiels;11140683033.0
2016-09-30;Résidentiels;11127159307.0
2016-09-30;Entreprises;13715262059.0
2016-09-30;PME / PMI;4556571557.0
2016-10-10;Professionnels;4549741895.0
2016-10-24;Résidentiels;16120417854.0
2016-11-02;Entreprises;13765631212.0
2016-11-02;Professionnels;5022427764.0
2016-12-16;Entreprises;14377753107.0
2016-12-19;Professionnels;6456566279.0
2016-12-31;Résidentiels;32177307686.0
2016-12-31;Professionnels;6587748490.0
2017-01-06;Entreprises;15387017725.0
2017-01-13;Résidentiels;27574625429.0
2017-01-13;PME / PMI;7110047440.0
2017-01-15;Résidentiels;30541649973.0
2017-02-03;Professionnels;6168328783.0
2017-02-11;Professionnels;6403345709.0
2017-03-14;Résidentiels;17635288276.0
2017-03-16;PME / PMI;5438115936.0
2017-04-11;PME / PMI;5061393590.0
2017-04-19;PME / PMI;5212243419.0
2017-04-25;Professionnels;4554940946.0
2017-04-30;Résidentiels;17362295358.0
2017-04-30;Entreprises;8506062260.0
2017-04-30;Professionnels;3629915771.0
2017-05-17;Entreprises;14253407586.0
2017-06-13;Professionnels;3914163274.0
2017-08-27;Entreprises;8980661578.0
2017-08-27;Professionnels;3090241515.0
2017-09-06;Résidentiels;10669039112.0
2017-10-01;PME / PMI;3278936634.0
2017-11-16;Résidentiels;22308230731.0
2017-11-16;PME / PMI;6474127241.0
2017-12-02;Résidentiels;30241402054.0
2017-12-02;Professionnels;6507165333.0
2017-12-25;PME / PMI;4790908792.0
2017-12-27;Résidentiels;25604298552.0
2018-01-14;Entreprises;9741562072.0
2018-01-31;PME / PMI;6825532887.0
2018-02-23;Résidentiels;29531238017.0
2018-02-23;PME / PMI;7185385842.0
2018-03-23;Résidentiels;24598663454.0
2018-03-26;Résidentiels;20811438764.0
2018-03-30;Professionnels;5754502456.0
2018-05-15;Professionnels;4260119595.0
2018-05-16;Professionnels;4058646906.0
2018-05-21;PME / PMI;3242331850.0
2018-07-12;Entreprises;14903440110.0
2018-07-28;Professionnels;3731891225.0
2018-08-28;PME / PMI;4875188915.0
2018-09-05;Résidentiels;10512751441.0
2018-09-27;PME / PMI;4980218284.0
2018-10-18;Entreprises;14085284680.0
2018-10-21;Entreprises;8546823495.0
2018-11-03;Entreprises;10006374786.0
2018-11-19;Résidentiels;24327631171.0
2018-11-19;PME / PMI;6641443371.0
2018-11-19;Professionnels;5956502984.0
2018-11-23;Résidentiels;23718808580.0
2019-01-15;Résidentiels;24044104822.0
2019-01-22;Professionnels;7069959687.0
2019-02-03;Résidentiels;30552801442.0
2019-02-03;Professionnels;5782203795.0
2019-02-16;PME / PMI;5153062771.0
2019-03-21;Résidentiels;18750375521.0
2019-03-24;PME / PMI;3946847979.0
2019-03-26;Résidentiels;18164149564.0
2019-03-27;Résidentiels;18298273419.0
2019-03-27;PME / PMI;5820174404.0
2019-06-21;Entreprises;13615708771.0
2019-07-15;Professionnels;3609452322.0
2019-07-24;Résidentiels;11989638303.0
2019-09-23;PME / PMI;4754768044.0
2019-09-28;Résidentiels;11480504733.0
2019-10-03;Résidentiels;11969402636.0
2019-10-11;Résidentiels;12358835478.0
2019-10-17;PME / PMI;5098974562.0
2019-12-10;Entreprises;15178374323.0
2019-12-10;PME / PMI;6669790857.0
2020-01-03;Résidentiels;24189206841.0
2020-02-06;PME / PMI;6645115719.0
2020-03-20;PME / PMI;4198511382.0
2020-04-27;Professionnels;3148256351.0
2020-06-16;Entreprises;12822080570.0
2020-07-05;PME / PMI;3405745611.0
2020-07-12;Entreprises;8825727624.0
2020-08-15;PME / PMI;3648231614.0
2020-08-31;PME / PMI;4664264116.0
2020-09-15;PME / PMI;5284019658.0
2020-09-28;Professionnels;4231667662.0
2020-09-29;Résidentiels;13373937259.0
2020-10-11;Professionnels;4030193381.0
2020-10-20;Entreprises;13986260479.0
2020-11-28;PME / PMI;4524822395.0
2020-12-13;Résidentiels;25889156425.0
2020-12-28;Résidentiels;27530421411.0
2020-12-28;Professionnels;5542541007.0
2021-02-22;PME / PMI;3013245720.0
2021-02-26;Résidentiels;19101368252.0
2021-03-01;Entreprises;15292414469.0
2016-04-24;Résidentiels;19052018554.0
2016-04-24;Entreprises;8694842530.0
2016-05-10;Professionnels;3953430244.0
2016-05-13;PME / PMI;4832731041.0
2016-05-20;PME / PMI;4767126642.0
2016-06-14;PME / PMI;4884667562.0
2016-06-28;Professionnels;3925848944.0
2016-06-29;Résidentiels;10737090842.0
2016-06-30;Résidentiels;10898686858.0
2016-07-10;Résidentiels;11690295897.0
2016-07-10;PME / PMI;3670621908.0
2016-08-12;PME / PMI;4697358534.0
2016-08-31;Entreprises;14636373684.0
2016-08-31;PME / PMI;5001617731.0
2016-09-03;PME / PMI;4118023085.0
2016-10-25;Entreprises;14372633916.0
2016-10-25;Professionnels;4920317533.0
2016-11-12;PME / PMI;4989625096.0
2016-11-29;Résidentiels;24935419371.0
2016-12-02;Professionnels;7052722937.0
2016-12-06;Entreprises;15361629851.0
2016-12-30;Entreprises;11746813555.0
2017-01-04;Résidentiels;30523229387.0
2017-01-04;PME / PMI;7312146969.0
2017-01-18;PME / PMI;8155928641.0
2017-01-21;Professionnels;7044573553.0
2017-02-13;PME / PMI;6704254569.0
2017-02-13;Professionnels;6133884818.0
2017-02-16;PME / PMI;6032459136.0
2017-03-18;Entreprises;10200858585.0
2017-04-08;Résidentiels;14371557634.0
2017-04-08;Professionnels;3829889532.0
2017-05-02;PME / PMI;5397466232.0
2017-05-15;PME / PMI;4632703622.0
2017-05-27;PME / PMI;3772264285.0
2017-06-01;PME / PMI;4834605991.0
2017-06-01;Professionnels;3802985605.0
2017-06-10;Professionnels;3408229229.0
2017-06-16;Entreprises;14398670256.0
2017-06-24;PME / PMI;4308558355.0
2017-07-17;PME / PMI;5056440902.0
2017-07-22;PME / PMI;4244375373.0
2017-07-26;PME / PMI;4969588269.0
2017-08-03;PME / PMI;5170742503.0
2017-09-10;Résidentiels;12143270495.0
2017-09-16;Entreprises;9891093963.0
2017-09-26;Résidentiels;11294275802.0
2017-09-28;Résidentiels;11260866740.0
2017-10-11;Entreprises;14273177247.0
2017-11-20;Résidentiels;22486475778.0
2017-11-20;Professionnels;5905795350.0
2017-12-01;Résidentiels;27291165799.0
2018-01-11;PME / PMI;6406555362.0
2018-01-23;Professionnels;5844388048.0
2018-02-28;PME / PMI;8246762496.0
2018-03-03;PME / PMI;5737819801.0
2018-03-12;Résidentiels;19313047805.0
2018-03-19;Professionnels;6490717812.0
2018-05-01;Résidentiels;16723421392.0
2018-05-01;PME / PMI;3431754047.0
2018-06-04;PME / PMI;4565129641.0
2018-06-08;PME / PMI;4669067407.0
2018-06-13;Entreprises;14048007646.0
2018-07-03;PME / PMI;5269003903.0
2018-07-27;Résidentiels;11038152409.0
2018-07-27;PME / PMI;5296801896.0
2018-07-27;Professionnels;4221370898.0
2018-08-01;Entreprises;13724933042.0
2018-08-01;Professionnels;4043864410.0
2018-08-02;Professionnels;4133122489.0
2018-10-24;Entreprises;14051113865.0
2018-11-24;Entreprises;10611491542.0
2018-12-02;Entreprises;9297215836.0
2018-12-08;Résidentiels;22158491388.0
2018-12-08;Professionnels;5283704693.0
2018-12-09;Professionnels;4785879771.0
2018-12-18;Professionnels;6562035110.0
2018-12-20;Entreprises;14416395244.0
2018-12-23;Entreprises;8829153304.0
2018-12-23;Professionnels;4716380395.0
2019-02-13;Professionnels;6273907808.0
2019-02-22;Entreprises;13996778189.0
2019-02-22;Professionnels;5416262115.0
2019-03-11;Résidentiels;20367932839.0
2019-04-21;Professionnels;3373979634.0
2019-05-07;Professionnels;4443999233.0
2019-05-13;PME / PMI;4959192156.0
2019-05-14;Professionnels;4134987012.0
2019-06-12;Professionnels;3770142482.0
2019-07-19;Professionnels;3996924227.0
2019-07-25;Entreprises;15392585133.0
2019-09-09;PME / PMI;4761489362.0
2019-09-09;Professionnels;3717393039.0
2019-09-20;Résidentiels;10564674891.0
2019-09-20;Professionnels;3958193473.0
2019-09-25;Entreprises;14064351423.0
2019-10-14;Professionnels;3987529048.0
2019-10-31;PME / PMI;5311362355.0
2019-12-31;Résidentiels;28023431093.0
2020-01-07;Résidentiels;24322287571.0
2020-01-08;Professionnels;6005737679.0
2020-02-14;Entreprises;14051037603.0
2020-02-25;Résidentiels;20077919762.0
2020-02-25;Professionnels;5474905260.0
2020-03-22;Résidentiels;20414004145.0
2020-03-22;Professionnels;3709348139.0
2020-03-28;PME / PMI;3587129193.0
2020-04-12;PME / PMI;2560041243.0
2020-05-17;Entreprises;7587461867.0
2020-05-19;Résidentiels;11741803098.0
2020-05-19;Entreprises;11901911162.0
2020-07-23;Résidentiels;11510438270.0
2020-07-26;Entreprises;8829339205.0
2020-08-11;PME / PMI;5074219182.0
2020-08-11;Professionnels;4138400731.0
2020-09-04;PME / PMI;4998504436.0
2020-09-16;PME / PMI;5177171274.0
2020-10-13;Résidentiels;17338441439.0
2020-10-27;Résidentiels;18486821442.0
2020-11-22;Résidentiels;24010812823.0
2020-11-27;Professionnels;5150083488.0
2020-11-29;Résidentiels;24481832506.0
2020-12-11;Professionnels;6111618317.0
2020-12-16;PME / PMI;5705551322.0
2021-01-29;Entreprises;15787302794.0
2021-01-29;Professionnels;5465630690.0
2021-02-04;PME / PMI;3624478348.0
2021-02-15;Entreprises;16598835664.0
2021-03-05;Entreprises;15499327796.0
